Ticker,Name,SPY,QQQ,XLK,XLF,XLC,XLY,XLP,XLE,XLV,XLI,XLB,XLRE,XLU,IGV,ITA,SOXX,SMH,ARKK
MSCI,MSCI INC,0.0733,-,-,0.5766,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GEN,GEN DIGITAL INC,0.0236,-,0.1183,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-
MET,METLIFE INC,0.0712,-,-,0.5604,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TPR,TAPESTRY INC,0.0438,-,-,-,-,0.5831,-,-,-,-,-,-,-,-,-,-,-,-
CTSH,Cognizant Technology Solutions Corp,0.0685,0.21,0.3417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WGS,GENEDX HOLDINGS CORP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.62
MELI,MercadoLibre Inc,-,0.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WSM,WILLIAMS SONOMA INC,0.0427,-,-,-,-,0.5666,-,-,-,-,-,-,-,-,-,-,-,-
DOV,DOVER CORP,0.0475,-,-,-,-,-,-,-,-,0.5596,-,-,-,-,-,-,-,-
APA,APA CORP,0.0154,-,-,-,-,-,-,0.5881,-,-,-,-,-,-,-,-,-,-
AIG,AMERICAN INTERNATIONAL GROUP,0.0669,-,-,0.5262,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HUBS,HUBSPOT INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.59,-,-,-,-
PHM,PULTEGROUP INC,0.0405,-,-,-,-,0.5395,-,-,-,-,-,-,-,-,-,-,-,-
LEN,LENNAR CORP W/D,0.0398,-,-,-,-,0.5306,-,-,-,-,-,-,-,-,-,-,-,-
CAG,CONAGRA BRANDS INC,0.0145,-,-,-,-,-,0.5533,-,-,-,-,-,-,-,-,-,-,-
MTD,METTLER TOLEDO INTERNATIONAL,0.0488,-,-,-,-,-,-,-,0.5168,-,-,-,-,-,-,-,-,-
PRU,PRUDENTIAL FINANCIAL INC,0.0631,-,-,0.4965,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DRI,DARDEN RESTAURANTS INC,0.0384,-,-,-,-,0.5116,-,-,-,-,-,-,-,-,-,-,-,-
HUBB,HUBBELL INC,0.0434,-,-,-,-,-,-,-,-,0.5065,-,-,-,-,-,-,-,-
EFX,EQUIFAX INC,0.0427,-,-,-,-,-,-,-,-,0.5012,-,-,-,-,-,-,-,-
TAP,MOLSON COORS BEVERAGE CO   B,0.0136,-,-,-,-,-,0.5287,-,-,-,-,-,-,-,-,-,-,-
HIG,HARTFORD INSURANCE GROUP INC,0.0609,-,-,0.4795,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HXL,HEXCEL CORP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54,-,-,-
VLTO,VERALTO CORP,0.042,-,-,-,-,-,-,-,-,0.4915,-,-,-,-,-,-,-,-
FISV,FISERV INC,0.0598,-,-,0.4707,-,-,-,-,-,-,-,-,-,-,-,-,-,-
STT,STATE STREET CORP,0.0598,-,-,0.4707,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BR,BROADRIDGE FINANCIAL SOLUTIO,0.0405,-,-,-,-,-,-,-,-,0.4743,-,-,-,-,-,-,-,-
NVR,NVR INC,0.0358,-,-,-,-,0.4756,-,-,-,-,-,-,-,-,-,-,-,-
LDOS,LEIDOS HOLDINGS INC,0.0402,-,-,-,-,-,-,-,-,0.471,-,-,-,-,-,-,-,-
ARM,ARM HOLDINGS AMERICAN DEPOSITARY S,-,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43,-,-
ACGL,ARCH CAPITAL GROUP LTD,0.0566,-,-,0.4454,-,-,-,-,-,-,-,-,-,-,-,-,-,-
STE,STERIS PLC,0.0433,-,-,-,-,-,-,-,0.4583,-,-,-,-,-,-,-,-,-
NWS,NEWS CORP   CLASS B,0.0063,-,-,-,0.4943,-,-,-,-,-,-,-,-,-,-,-,-,-
IBKR,INTERACTIVE BROKERS GRO CL A,0.0563,-,-,0.4438,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FITB,FIFTH THIRD BANCORP,0.0564,-,-,0.4437,-,-,-,-,-,-,-,-,-,-,-,-,-,-
U,UNITY SOFTWARE INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-
MTB,M + T BANK CORP,0.0561,-,-,0.4414,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BIIB,BIOGEN INC,0.0429,-,-,-,-,-,-,-,0.4535,-,-,-,-,-,-,-,-,-
HUM,HUMANA INC,0.0419,-,-,-,-,-,-,-,0.444,-,-,-,-,-,-,-,-,-
HRL,HORMEL FOODS CORP,0.0124,-,-,-,-,-,0.4734,-,-,-,-,-,-,-,-,-,-,-
LULU,LULULEMON ATHLETICA INC,0.0337,-,-,-,-,0.4494,-,-,-,-,-,-,-,-,-,-,-,-
GWRE,GUIDEWIRE SOFTWARE INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.48,-,-,-,-
PSKY,PARAMOUNT SKYDANCE CL B,0.006,-,-,-,0.4661,-,-,-,-,-,-,-,-,-,-,-,-,-
GPC,GENUINE PARTS CO,0.0327,-,-,-,-,0.4331,-,-,-,-,-,-,-,-,-,-,-,-
ARES,ARES MANAGEMENT CORP   A,0.0515,-,-,0.4062,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LUV,SOUTHWEST AIRLINES CO,0.0359,-,-,-,-,-,-,-,-,0.4209,-,-,-,-,-,-,-,-
CHRW,C.H. ROBINSON WORLDWIDE INC,0.0359,-,-,-,-,-,-,-,-,0.4196,-,-,-,-,-,-,-,-
EXPD,EXPEDITORS INTL WASH INC,0.0356,-,-,-,-,-,-,-,-,0.4179,-,-,-,-,-,-,-,-
WAT,WATERS CORP,0.0392,-,-,-,-,-,-,-,0.4123,-,-,-,-,-,-,-,-,-
MRCY,MERCURY SYSTEMS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.45,-,-,-
WTW,WILLIS TOWERS WATSON PLC,0.0505,-,-,0.3977,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FIS,FIDELITY NATIONAL INFO SERV,0.0504,-,-,0.3969,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RJF,RAYMOND JAMES FINANCIAL INC,0.05,-,-,0.3935,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LVS,LAS VEGAS SANDS CORP,0.0308,-,-,-,-,0.4101,-,-,-,-,-,-,-,-,-,-,-,-
LH,LABCORP HOLDINGS INC,0.0378,-,-,-,-,-,-,-,0.399,-,-,-,-,-,-,-,-,-
DT,DYNATRACE INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43,-,-,-,-
NTRS,NORTHERN TRUST CORP,0.0476,-,-,0.3743,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VSEC,VSE CORP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42,-,-,-
CBOE,CBOE GLOBAL MARKETS INC,0.0473,-,-,0.3705,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LW,LAMB WESTON HOLDINGS INC,0.0104,-,-,-,-,-,0.4045,-,-,-,-,-,-,-,-,-,-,-
SNA,SNAP ON INC,0.032,-,-,-,-,-,-,-,-,0.3766,-,-,-,-,-,-,-,-
HBAN,HUNTINGTON BANCSHARES INC,0.046,-,-,0.3618,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CFG,CITIZENS FINANCIAL GROUP,0.0457,-,-,0.3595,-,-,-,-,-,-,-,-,-,-,-,-,-,-
APTV,APTIV PLC,0.0283,-,-,-,-,0.3765,-,-,-,-,-,-,-,-,-,-,-,-
DGX,QUEST DIAGNOSTICS INC,0.0344,-,-,-,-,-,-,-,0.3639,-,-,-,-,-,-,-,-,-
ROL,ROLLINS INC,0.0311,-,-,-,-,-,-,-,-,0.3668,-,-,-,-,-,-,-,-
SYF,SYNCHRONY FINANCIAL,0.0441,-,-,0.3471,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NTNX,NUTANIX INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39,-,-,-,-
DOCU,DOCUSIGN INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39,-,-,-,-
SARO,STANDARDAERO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39,-,-,-
IOT,SAMSARA INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38,-,-,-,-
CNC,CENTENE CORP,0.0324,-,-,-,-,-,-,-,0.3443,-,-,-,-,-,-,-,-,-
PNR,PENTAIR PLC,0.0295,-,-,-,-,-,-,-,-,0.3466,-,-,-,-,-,-,-,-
KEYS,KEYSIGHT TECHNOLOGIES IN,0.0628,-,0.313,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PDD,PDD Holdings Inc,-,0.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CINF,CINCINNATI FINANCIAL CORP,0.0413,-,-,0.3253,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RF,REGIONS FINANCIAL CORP,0.041,-,-,0.3226,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PODD,INSULET CORP,0.0311,-,-,-,-,-,-,-,0.3308,-,-,-,-,-,-,-,-,-
FTV,FORTIVE CORP,0.0283,-,-,-,-,-,-,-,-,0.3323,-,-,-,-,-,-,-,-
MANH,MANHATTAN ASSOCIATES INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.36,-,-,-,-
CPB,THE CAMPBELL S COMPANY,0.0091,-,-,-,-,-,0.3466,-,-,-,-,-,-,-,-,-,-,-
DECK,DECKERS OUTDOOR CORP,0.0245,-,-,-,-,0.3261,-,-,-,-,-,-,-,-,-,-,-,-
AIR,AAR CORP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.35,-,-,-
J,JACOBS SOLUTIONS INC,0.0272,-,-,-,-,-,-,-,-,0.3218,-,-,-,-,-,-,-,-
DELL,DELL TECHNOLOGIES  C,0.058,-,0.289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TROW,T ROWE PRICE GROUP INC,0.0388,-,-,0.3033,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LII,LENNOX INTERNATIONAL INC,0.0265,-,-,-,-,-,-,-,-,0.3134,-,-,-,-,-,-,-,-
WST,WEST PHARMACEUTICAL SERVICES,0.029,-,-,-,-,-,-,-,0.3069,-,-,-,-,-,-,-,-,-
RL,RALPH LAUREN CORP,0.0232,-,-,-,-,0.3098,-,-,-,-,-,-,-,-,-,-,-,-
INCY,INCYTE CORP,0.0287,-,-,-,-,-,-,-,0.3029,-,-,-,-,-,-,-,-,-
CPAY,CORPAY INC,0.0373,-,-,0.2941,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZBH,ZIMMER BIOMET HOLDINGS INC,0.0286,-,-,-,-,-,-,-,0.3025,-,-,-,-,-,-,-,-,-
CERS,CERUS CORP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.33
JBHT,HUNT (JB) TRANSPRT SVCS INC,0.0256,-,-,-,-,-,-,-,-,0.3004,-,-,-,-,-,-,-,-
HOLX,HOLOGIC INC,0.0279,-,-,-,-,-,-,-,0.2971,-,-,-,-,-,-,-,-,-
BRO,BROWN + BROWN INC,0.0364,-,-,0.2873,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CFLT,CONFLUENT INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.32,-,-,-,-
COO,COOPER COS INC/THE,0.0271,-,-,-,-,-,-,-,0.2848,-,-,-,-,-,-,-,-,-
IEX,IDEX CORP,0.0245,-,-,-,-,-,-,-,-,0.2871,-,-,-,-,-,-,-,-
NDSN,NORDSON CORP,0.0244,-,-,-,-,-,-,-,-,0.2871,-,-,-,-,-,-,-,-
BF.B,BROWN FORMAN CORP CLASS B,0.0077,-,-,-,-,-,0.3038,-,-,-,-,-,-,-,-,-,-,-
RBRK,RUBRIK INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.31,-,-,-,-
DPZ,DOMINO S PIZZA INC,0.0216,-,-,-,-,0.2874,-,-,-,-,-,-,-,-,-,-,-,-
BBY,BEST BUY CO INC,0.0215,-,-,-,-,0.2869,-,-,-,-,-,-,-,-,-,-,-,-
ALLE,ALLEGION PLC,0.0241,-,-,-,-,-,-,-,-,0.2837,-,-,-,-,-,-,-,-
MRNA,MODERNA INC,0.0261,-,-,-,-,-,-,-,0.2805,-,-,-,-,-,-,-,-,-
WRB,WR BERKLEY CORP,0.0339,-,-,0.2664,-,-,-,-,-,-,-,-,-,-,-,-,-,-
IDCC,INTERDIGITAL INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-
QBTS,D WAVE QUANTUM INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-
SNAP,SNAP INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-
MAS,MASCO CORP,0.0235,-,-,-,-,-,-,-,-,0.2746,-,-,-,-,-,-,-,-
KEY,KEYCORP,0.0335,-,-,0.2632,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VTRS,VIATRIS INC,0.0254,-,-,-,-,-,-,-,0.2683,-,-,-,-,-,-,-,-,-
TDY,TELEDYNE TECHNOLOGIES INC,0.0482,-,0.2419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAS,HASBRO INC,0.0199,-,-,-,-,0.2671,-,-,-,-,-,-,-,-,-,-,-,-
HPE,HEWLETT PACKARD ENTERPRISE,0.0478,-,0.2383,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TRI,Thomson Reuters Corp,-,0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
BLDR,BUILDERS FIRSTSOURCE INC,0.0219,-,-,-,-,-,-,-,-,0.2553,-,-,-,-,-,-,-,-
PFG,PRINCIPAL FINANCIAL GROUP,0.0309,-,-,0.2434,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FER,Ferrovial SE,-,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PCOR,PROCORE TECHNOLOGIES INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.27,-,-,-,-
DRS,LEONARDO DRS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.27,-,-,-
SWK,STANLEY BLACK + DECKER INC,0.0211,-,-,-,-,-,-,-,-,0.2472,-,-,-,-,-,-,-,-
JBL,JABIL INC,0.0434,-,0.2165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GPN,GLOBAL PAYMENTS INC,0.0293,-,-,0.2306,-,-,-,-,-,-,-,-,-,-,-,-,-,-
L,LOEWS CORP,0.0291,-,-,0.2288,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FSLR,FIRST SOLAR INC,0.0425,-,0.2109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RVTY,REVVITY INC,0.0221,-,-,-,-,-,-,-,0.2307,-,-,-,-,-,-,-,-,-
OTEX,OPEN TEXT CORP,-,-,-,-,-,-,-,-,-,-,-,-,-,0.25,-,-,-,-
DSGX,DESCARTES SYSTEMS GROUP INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.25,-,-,-,-
CWAN,CLEARWATER ANALYTICS HOLDINGS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.25,-,-,-,-
ESTC,ELASTIC NV,-,-,-,-,-,-,-,-,-,-,-,-,-,0.25,-,-,-,-
ALNY,Alnylam Pharmaceuticals Inc,-,0.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DAY,DAYFORCE INC,0.0185,-,-,-,-,-,-,-,-,0.2184,-,-,-,-,-,-,-,-
WYNN,WYNN RESORTS LTD,0.016,-,-,-,-,0.2145,-,-,-,-,-,-,-,-,-,-,-,-
NCLH,NORWEGIAN CRUISE LINE HOLDIN,0.0156,-,-,-,-,0.2121,-,-,-,-,-,-,-,-,-,-,-,-
SOLV,SOLVENTUM CORP,0.0193,-,-,-,-,-,-,-,0.2031,-,-,-,-,-,-,-,-,-
CCEP,Coca-Cola Europacific Partners PLC,-,0.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CORZ,CORE SCIENTIFIC INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22,-,-,-,-
UHS,UNIVERSAL HEALTH SERVICES B,0.019,-,-,-,-,-,-,-,0.1987,-,-,-,-,-,-,-,-,-
ALGN,ALIGN TECHNOLOGY INC,0.0187,-,-,-,-,-,-,-,0.1979,-,-,-,-,-,-,-,-,-
GNRC,GENERAC HOLDINGS INC,0.0166,-,-,-,-,-,-,-,-,0.1969,-,-,-,-,-,-,-,-
CRL,CHARLES RIVER LABORATORIES,0.0183,-,-,-,-,-,-,-,0.1918,-,-,-,-,-,-,-,-,-
PATH,UIPATH INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21,-,-,-,-
HUT,HUT CORP,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21,-,-,-,-
LOAR,LOAR HOLDINGS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21,-,-,-
ATRO,ASTRONICS CORP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.21,-,-,-
Q,QNITY ELECTRONICS INC,0.0351,-,0.1742,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
VRSN,VERISIGN INC,0.0349,-,0.1742,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POOL,POOL CORP,0.0145,-,-,-,-,0.1936,-,-,-,-,-,-,-,-,-,-,-,-
TECH,BIO TECHNE CORP,0.0178,-,-,-,-,-,-,-,0.1887,-,-,-,-,-,-,-,-,-
EG,EVEREST GROUP LTD,0.0226,-,-,0.1798,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NTAP,NETAPP INC,0.0335,-,0.1668,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RIOT,RIOT PLATFORMS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,-,-,-,-
BSY,BENTLEY SYSTEMS INC CLASS B,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,-,-,-,-
BAX,BAXTER INTERNATIONAL INC,0.0169,-,-,-,-,-,-,-,0.1786,-,-,-,-,-,-,-,-,-
JKHY,JACK HENRY + ASSOCIATES INC,0.0217,-,-,0.1709,-,-,-,-,-,-,-,-,-,-,-,-,-,-
CIFR,CIPHER MINING INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.19,-,-,-,-
AUR,AURORA INNOVATION INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.19,-,-,-,-
GTLB,GITLAB INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.19,-,-,-,-
LUNR,INTUITIVE MACHINES INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.19,-,-,-
MOH,MOLINA HEALTHCARE INC,0.0159,-,-,-,-,-,-,-,0.168,-,-,-,-,-,-,-,-,-
HPQ,HP INC,0.0305,-,0.1514,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INSM,Insmed Inc,-,0.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
TTAN,SERVICETITAN INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.18,-,-,-,-
WULF,TERAWULF INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.18,-,-,-,-
APPF,APPFOLIO INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.18,-,-,-,-
IVZ,INVESCO LTD,0.0201,-,-,0.1596,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AIZ,ASSURANT INC,0.0201,-,-,0.157,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AOS,SMITH (A.O.) CORP,0.0133,-,-,-,-,-,-,-,-,0.1577,-,-,-,-,-,-,-,-
S,SENTINELONE INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.17,-,-,-,-
LIF,LIFE360 INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.17,-,-,-,-
QLYS,QUALYS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.17,-,-,-,-
QRVO,Qorvo Inc,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.17,-
IT,GARTNER INC,0.028,-,0.1398,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MGM,MGM RESORTS INTERNATIONAL,0.0117,-,-,-,-,0.1534,-,-,-,-,-,-,-,-,-,-,-,-
CDW,CDW CORP/DE,0.0275,-,0.1365,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL,GLOBE LIFE INC,0.0186,-,-,0.1444,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DBX,DROPBOX INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,-,-,-,-
ACIW,ACI WORLDWIDE INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,-,-,-,-
PEGA,PEGASYSTEMS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,-,-,-,-
CCC,CCC INTELLIGENT SOLUTIONS HOLDINGS,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,-,-,-,-
SMCI,SUPER MICRO COMPUTER INC,0.0262,-,0.1308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FFIV,F5 INC,0.0263,-,0.1305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
WK,WORKIVA INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.15,-,-,-,-
BILL,BILL HOLDINGS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.15,-,-,-,-
SLMT,BRERA HOLDINGS PLC-CL B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.15
FDS,FACTSET RESEARCH SYSTEMS INC,0.0169,-,-,0.1328,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HSIC,HENRY SCHEIN INC,0.0129,-,-,-,-,-,-,-,0.1365,-,-,-,-,-,-,-,-,-
AKAM,AKAMAI TECHNOLOGIES INC,0.0247,-,0.1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PAYC,PAYCOM SOFTWARE INC,0.0117,-,-,-,-,-,-,-,-,0.1368,-,-,-,-,-,-,-,-
GDDY,GODADDY INC   CLASS A,0.0235,-,0.1174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
QTWO,Q2 HOLDINGS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,-,-,-,-
VRNS,VARONIS SYSTEMS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,-,-,-,-
MARA,MARA HOLDINGS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,-,-,-,-
ZETA,ZETA GLOBAL HOLDINGS CORP CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,-,-,-,-
CVLT,COMMVAULT SYSTEMS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,-,-,-,-
BOX,BOX INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,-,-,-,-
SOUN,SOUNDHOUND AI INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,-,-,-,-
RCAT,RED CAT HOLDINGS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,-,-,-
OLED,Universal Display Corp,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14,-
DLB,DOLBY LABORATORIES INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,-,-,-,-
CLSK,CLEANSPARK INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,-,-,-,-
DCO,DUCOMMUN INC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,-,-,-
ZBRA,ZEBRA TECHNOLOGIES CORP CL A,0.0203,-,0.1011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EPAM,EPAM SYSTEMS INC,0.0202,-,0.1007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KVYO,KLAVIYO INC SERIES A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,-,-,-,-
SPSC,SPS COMMERCE INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,-,-,-,-
VVX,V2X INC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,-,-,-
BEN,FRANKLIN RESOURCES INC,0.0133,-,-,0.1035,-,-,-,-,-,-,-,-,-,-,-,-,-,-
YOU,CLEAR SECURE INC CLASS A,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11,-,-,-,-
TDC,TERADATA CORP,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,-,-,-
TENB,TENABLE HOLDINGS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,-,-,-
CDRE,CADRE HOLDINGS INC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,-,-
NQH6,CME E-Mini NASDAQ 100 Index Future,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERIE,ERIE INDEMNITY COMPANY CL A,0.0115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DVA,DAVITA INC,0.0063,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
# AS OF 2026-01-27,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-